tags|intent
please###O make###B-action the###I-mask colors###B-attribute of###B-mask the###I-mask foods###I-mask on###I-mask the###I-mask forground###I-mask plate###I-mask richer###B-value they###B-intent are###I-intent pale###I-intent and###I-intent look###I-intent over###I-intent cooked###I-intent|adjust
the###I-intent lighting###B-action in###B-mask the###I-intent photo###I-mask needs###O to###I-intent be###O brighter###B-value to###I-intent bring###I-intent focus###I-intent to###I-intent the###I-intent plate###I-intent of###I-intent food###I-intent|adjust
blur###B-attribute the###I-intent edges###I-mask of###I-mask the###I-intent photo###I-mask allowing###B-intent the###I-intent plate###I-intent to###I-intent be###I-intent the###I-intent center###I-intent focus###I-intent|adjust
make###B-comment the###I-comment casserole###I-comment dish###I-comment appear###I-comment fuller###I-comment with###I-comment food###I-comment and###I-comment the###I-comment food###I-comment colors###I-comment brighter###I-comment|comment
make###B-intent the###I-mask food###I-intent color###I-intent much###I-intent more###I-intent vibrant###I-intent deeper###B-value purples###B-attribute and###I-attribute greens###I-attribute in###B-mask the###I-mask veggies###I-mask|adjust
increase###B-value the###B-mask texture###B-attribute of###O the###B-mask table###I-mask so###B-intent it###I-intent appears###I-intent more###I-intent rustic###I-intent|adjust
darken###B-value the###B-mask plate###I-mask and###I-mask food###I-mask (###O decrease###B-value brightness###B-attribute )###O|adjust
crop###B-action closer###B-value to###B-intent the###B-mask main###I-mask plate###I-mask of###I-mask food###I-mask to###B-intent emphasis###I-intent the###B-mask focus###I-intent crop###B-action out###B-value the###B-mask pot###I-mask holder###I-mask on###I-mask and###I-mask bottom###I-mask of###I-mask table###I-mask below###I-mask|crop
add###B-action a###B-mask vignette###I-mask shadow###I-mask on###B-mask the###I-intent outer###I-mask rim###I-mask to###I-intent further###I-intent draw###I-intent the###I-intent viewer###I-intent to###I-intent the###I-intent main###I-intent focus###I-intent of###I-intent the###I-intent plate###I-intent|apply
add###B-action some###O contrast###B-attribute to###B-intent the###I-mask food###I-mask to###B-intent emphasize###I-intent depth###I-intent more###I-intent|adjust
edit###B-action out###O the###B-mask fork###I-mask if###O possible###O|delete
lighten###B-value shadows###B-mask|adjust
cropped###B-comment too###I-comment close###I-comment show###I-comment the###I-comment table###I-comment and###I-comment other###I-comment food###I-comment served###I-comment|comment
reduce###B-value highlight###B-attribute to###B-intent soften###I-intent reflective###I-intent glare###I-intent|adjust
soften###B-value contrast###B-attribute on###B-mask meat###I-mask to###B-intent give###I-intent moist###I-intent look###I-intent|adjust
saturate###B-attribute :###O green###B-value magenta###I-value orange###I-value and###I-value yellow###I-value only###B-mask on###I-mask the###I-mask food###I-mask|adjust
focis###B-attribute on###B-mask the###I-mask plate###I-mask of###I-mask food###I-mask|apply
blurr###B-action out###B-value the###B-mask unconsistant###I-mask things###I-mask in###I-mask photo###I-mask|apply
clean###B-attribute up###O the###B-mask plate###I-mask|other
make###B-action the###I-mask colors###B-attribute on###B-mask the###I-mask plate###I-mask more###B-value vibrant###I-value|adjust
lighten###B-attribute the###B-mask photo###I-mask up###B-value|adjust
remove###B-value the###B-mask blurriness###B-attribute of###O the###B-mask vegetables###I-mask that###I-mask are###I-mask closest###I-mask|adjust
show###B-action less###O of###O the###B-mask floor###I-mask|crop
show###B-action less###O of###O the###B-mask ceiling###I-mask|crop
lower###B-value the###B-mask lighting###B-attribute of###O the###B-mask background###I-mask|adjust
add###B-action light###B-attribute to###O the###B-mask foreground###I-mask|adjust
i###B-comment would###I-comment either###I-comment sharpen###I-comment the###I-comment lettuce###I-comment in###I-comment the###I-comment front###I-comment or###I-comment crop###I-comment some###I-comment of###I-comment it###I-comment out###I-comment there###I-comment s###I-comment a###I-comment lot###I-comment of###I-comment blurriness###I-comment there###I-comment|comment
sharpen###B-attribute the###B-mask upper###I-mask right###I-mask part###I-mask with###O the###B-mask potatoes###I-mask and###O the###B-mask person###I-mask and###O baskets###B-mask as###O well###O|adjust
add###B-action more###B-value orange###B-attribute and###O green###B-attribute to###B-mask the###I-mask vegetables###I-mask|adjust
decrease###B-value some###B-value of###I-mask the###I-mask brightness###B-attribute in###B-mask the###I-mask middle###I-mask of###I-mask the###I-mask signs###I-mask|adjust
sharpen###B-attribute the###I-mask ladies###I-mask in###I-mask the###I-mask front###I-mask they###B-intent are###I-intent fuzzy###I-intent|adjust
lighten###B-action the###B-mask vegetables###I-mask|adjust
crop###B-action the###B-mask image###I-mask|crop
apply###B-action a###O gaussian###B-attribute blur###I-attribute to###O the###B-mask background###I-mask|apply
increase###B-value the###O contrast###B-attribute|adjust
take###B-action out###B-value the###O yellow###B-attribute hue###I-attribute|adjust
the###B-comment image###I-comment is###I-comment too###I-comment big###I-comment|comment
the###B-mask image###I-mask needs###O to###O be###O made###B-action more###B-value sharper###B-attribute|adjust
the###B-comment photo###I-comment is###I-comment too###I-comment magnified###I-comment|comment
nothing###B-comment is###I-comment really###I-comment in###I-comment focus###I-comment|comment
the###B-comment photo###I-comment is###I-comment too###I-comment bright###I-comment|comment
the###B-mask glare###B-attribute of###O the###B-mask overhead###I-mask lights###I-mask needs###O to###O be###O toned###B-action down###B-value|adjust
the###B-comment lettuce###I-comment in###I-comment forefront###I-comment of###I-comment picture###I-comment needs###I-comment more###I-comment clarity###I-comment|comment
the###I-comment items###I-comment in###I-comment the###I-comment green###I-comment basket###I-comment need###I-comment to###I-comment be###I-comment made###I-comment clear###I-comment|comment
bring###B-action into###O focus###B-attribute some###B-value of###I-mask the###I-mask faces###I-mask of###I-mask the###I-mask people###I-mask|adjust
clean###B-action appearance###B-attribute of###B-mask floor###I-mask for###B-intent a###I-intent cleaner###I-intent picture###I-intent|other
batters###B-comment pantsthe###I-comment stripe###I-comment goibg###I-comment down###I-comment his###I-comment cheeks###I-comment needs###I-comment to###I-comment be###I-comment same###I-comment color###I-comment and###I-comment the###I-comment rest###I-comment of###I-comment his###I-comment pants###I-comment it###I-comment looks###I-comment a###I-comment big###I-comment grey###I-comment|comment
the###I-intent photo###I-intent is###I-intent too###I-intent distracting###I-intent add###B-action blur###B-attribute to###I-intent direct###I-intent focus###I-intent to###I-intent the###I-intent players###I-intent|adjust
the###B-intent photo###I-intent is###I-intent very###I-intent blue###I-intent correct###B-action the###B-intent colors###B-attribute and###O make###O it###O more###B-value vivid###I-value|adjust
make###B-action the###I-mask grass###I-mask and###I-mask the###I-mask dirt###I-mask more###B-value saturated###B-attribute it###B-intent is###I-intent too###I-intent dull###I-intent|adjust
make###B-action the###I-mask whites###B-attribute and###I-attribute blacks###I-attribute in###B-mask the###I-mask players###I-mask clothes###I-mask pop###B-value out###I-value more###I-value|adjust
the###B-mask players###I-mask are###O too###O dimly###O lit###O make###B-action them###O brighter###B-value|adjust
the###B-comment image###I-comment is###I-comment too###I-comment big###I-comment|comment
the###B-mask image###I-mask needs###O to###O be###O made###B-action more###B-value sharper###B-attribute|adjust
the###B-comment image###I-comment is###I-comment too###I-comment centered###I-comment|comment
the###B-comment photo###I-comment is###I-comment too###I-comment bright###I-comment|comment
nothing###B-comment is###I-comment really###I-comment in###I-comment focus###I-comment|comment
please###O replace###B-action the###O batter###B-mask s###I-mask bat###I-mask with###O a###O miniature###B-dstobject palm###I-dstobject tree###I-dstobject|replace
please###O pixelate###B-action the###I-mask phone###I-mask number###I-mask on###B-mask the###I-mask advertising###I-mask banner###I-mask on###B-mask the###I-mask ride###I-mask side###I-mask of###I-mask the###I-mask image###I-mask|other
make###B-action it###O so###O that###O there###O is###O only###O one###O man###O in###O the###B-mask crowd###I-mask|delete
give###B-action the###I-mask catcher###I-mask a###O power###B-mask ranger###I-mask s###I-mask helmet###I-mask the###I-mask original###I-mask black###I-mask ranger###I-mask s###I-mask helmet###I-mask|add
please###O make###B-action the###I-mask guys###I-mask in###I-mask the###I-mask dugout###I-mask more###B-intent excited###I-intent by###I-intent raising###B-mask all###I-mask of###I-mask their###I-mask arms###I-mask into###I-mask the###I-mask air###I-mask so###B-intent it###I-intent seems###I-intent as###I-intent though###I-intent they###I-intent are###I-intent cheering###I-intent|add
add###B-action a###O warm###B-value hue###B-attribute|adjust
crop###B-action the###B-mask image###I-mask|crop
lighten###B-action the###B-mask subjects###I-mask|adjust
increase###B-value the###O whites###B-attribute|adjust
blur###B-action the###B-mask crowd###I-mask|adjust
filter###B-action to###O make###O it###O less###B-value yellow###B-attribute|apply
adjust###B-comment the###I-comment levels###I-comment to###I-comment make###I-comment it###I-comment stand###I-comment out###I-comment better###I-comment|comment
lighten###B-attribute up###B-value the###B-mask shadows###I-mask|adjust
increase###B-value the###O contrast###B-attribute|adjust
white###B-action balance###I-action the###B-mask photo###I-mask|apply
remove###B-action eyeglasses###B-mask from###B-mask head###I-mask|delete
remoe###B-action the###I-intent spoon###I-mask handle###I-mask in###I-mask lower###I-mask right###I-mask corner###I-mask as###B-intent it###I-intent obscures###I-intent the###I-intent cake###I-intent|delete
darken###B-attribute the###I-mask blurry###I-mask countertop###I-mask area###I-mask in###I-mask the###I-mask background###I-mask|adjust
lighten###B-action add###O highlights###B-attribute to###B-mask face###I-mask of###I-mask woman###I-mask in###I-mask black###I-mask shirt###I-mask|adjust
remove###B-action stem###B-mask of###I-mask corsage###I-mask on###I-mask white###I-mask collar###I-mask|delete
brighten###B-attribute the###I-mask face###I-mask of###I-mask the###I-mask woman###I-mask in###I-mask wearing###I-mask black###I-mask|adjust
remove###B-action the###I-mask spoon###I-mask and###I-mask bowl###I-mask that###B-mask is###I-mask blocking###I-mask the###I-mask view###I-mask of###I-mask the###I-mask cake###I-mask|delete
brighten###B-attribute the###I-mask face###I-mask of###I-mask the###I-mask woman###I-mask cutting###I-mask the###I-mask cake###I-mask|adjust
